ID,PA,PB,PC,PD,PE,PF,PG
PR52627,452,242,144,93,64,47,35
PR52628,515,275,164,106,73,53,40
PR52629,480,256,152,98,68,49,37
PR52630,510,272,161,104,71,52,39
PR52631,502,267,158,102,70,51,38
PR52632,467,248,147,95,65,47,36
PR52633,451,240,142,92,63,46,35
PR52634,419,224,134,87,60,44,33
PR52635,332,178,106,69,48,35,27
PR52636,329,177,106,69,48,35,27
PR52637,227,124,76,50,35,26,20
PR52638,198,109,67,44,31,23,18
PR52639,200,110,67,44,31,23,18
PR52640,187,104,64,43,30,23,18
PR52641,165,93,58,39,28,21,16
PR52642,160,91,57,39,28,21,16
PR52643,138,79,50,34,25,19,15
PR52644,149,85,54,37,27,20,16
PR52645,179,101,63,42,30,23,18
PR52646,123,72,47,32,24,18,14
PR52647,112,67,44,31,23,18,14
PR52648,125,73,47,32,23,18,14
PR52649,77,49,34,24,18,14,11
PR52650,61,41,29,21,16,13,11
PR52651,76,48,33,24,18,14,11
PR52652,48,35,26,20,16,13,11
PR52653,45,33,25,19,15,12,10
PR52654,36,28,22,17,14,11,9
PR52655,5,13,13,12,10,9,8
PR52656,37,30,24,19,15,12,10
PR52657,-6,7,10,10,9,8,7
PR52658,-1,10,12,11,10,9,8
PR52659,-1,10,12,11,10,9,8
PR52660,8,15,15,13,11,10,8
PR52661,17,19,17,14,12,10,9
PR52662,52,38,28,21,17,14,11
PR52663,6,14,14,13,11,9,8
PR52664,79,53,37,27,21,17,14
PR52665,385,208,125,81,56,41,31
PR52666,656,348,206,132,90,65,49
PR52667,658,350,208,134,92,66,50
PR52668,516,277,165,107,74,54,41
PR52669,477,257,154,100,69,50,38
PR52670,407,221,133,87,60,44,33
PR52671,494,262,155,100,68,49,37
PR52672,417,222,132,85,58,42,32
PR52673,395,210,124,80,55,40,30
PR52674,474,250,147,94,64,46,35
PR52675,-2,9,11,10,9,8,7
PR52676,68,46,33,24,19,15,12
PR52677,0,11,13,12,10,9,8
PR52678,12,17,16,14,12,10,9
PR52679,-25,-1,6,8,8,7,7
PR52680,-3,9,11,10,9,8,7
PR52681,47,35,26,20,16,13,11
PR52682,102,64,43,31,23,18,15
PR52683,90,58,40,29,22,17,14
PR52684,85,55,38,28,21,17,14
PR52685,62,43,31,23,18,14,12
PR52686,8,15,15,13,11,10,8
PR52687,86,55,38,27,21,16,13
PR52688,84,55,38,28,21,17,14
PR52689,-4,8,10,10,9,8,7
PR52690,25,23,19,15,12,10,9
PR52691,8,15,15,13,11,10,8
PR52692,77,51,36,26,20,16,13
PR52693,17,19,17,14,12,10,9
PR52694,66,45,32,24,18,15,12
PR52695,88,57,39,28,21,17,14
PR52696,88,57,39,28,21,17,14
PR52697,31,27,22,18,14,12,10
PR52698,26,24,20,16,13,11,9
PR52699,-9,6,10,10,9,8,7
PR52700,-9,7,10,10,9,8,7
PR52701,5,14,14,13,11,10,8
PR52702,95,61,42,30,23,18,15
PR52703,100,63,43,31,23,18,15
PR52704,45,34,26,20,16,13,11
PR52705,90,58,40,29,22,17,14
PR52706,62,43,31,23,18,14,12
PR52707,73,49,35,26,20,16,13
PR52708,34,29,23,18,15,12,10
PR52709,65,44,31,23,18,14,12
PR52710,93,59,40,29,22,17,14
PR52711,95,60,41,29,22,17,14
PR52712,44,34,26,20,16,13,11
PR52713,124,76,50,35,26,20,16
PR52714,150,90,59,41,30,23,18
PR52715,125,76,50,35,26,20,16
PR52716,90,58,40,29,22,17,14
PR52717,120,73,48,34,25,19,15
PR52718,86,55,38,27,20,16,13
PR52719,137,82,53,37,27,21,16
PR52720,256,140,85,56,39,29,22
PR52721,350,187,112,72,50,36,27
PR52722,361,192,114,74,51,37,28
PR52723,341,181,108,70,48,35,27
PR52724,349,186,111,72,50,36,27
PR52725,417,221,131,84,58,42,32
PR52726,423,224,133,86,59,43,32
PR52727,395,210,125,81,56,41,31
PR52728,490,258,152,97,67,48,36
PR52729,394,208,123,79,54,39,30
PR52730,353,187,111,72,50,36,27
PR52731,340,180,107,69,48,35,26
PR52732,110,65,42,29,21,16,13
PR52733,82,51,35,25,19,15,12
PR52734,125,75,49,34,25,19,15
PR52735,95,59,40,29,22,17,14
PR52736,126,75,49,34,25,19,15
PR52737,245,136,84,56,40,30,23
PR52738,207,117,73,49,35,26,20
PR52739,130,77,50,35,26,20,16
PR52740,278,155,96,64,46,34,26
PR52741,95,63,44,32,24,19,15
PR52742,175,100,63,43,31,23,18
PR52743,202,115,72,49,35,26,20
PR52744,250,138,85,56,40,29,23
PR52745,335,181,109,71,49,36,27
PR52746,434,231,137,88,61,44,33
PR52747,453,241,143,92,63,46,35
PR52748,476,253,150,97,67,48,36
PR52749,398,212,126,81,56,41,31
PR52750,361,193,115,74,51,37,28
PR52751,400,211,125,80,55,40,30
PR52752,339,181,108,70,49,36,27
PR52753,385,204,121,78,54,39,30
PR52754,364,195,117,76,53,39,29
PR52755,394,211,126,82,57,41,31
PR52756,351,189,114,74,52,38,29
PR52757,359,194,117,76,53,39,30
PR52758,187,104,65,43,31,23,18
PR52759,107,64,42,29,22,17,13
PR52760,80,50,34,24,18,14,11
PR52761,115,69,45,32,24,18,15
PR52762,130,77,50,35,26,20,16
PR52763,147,86,55,38,28,21,17
PR52764,63,42,30,22,17,14,11
PR52765,41,31,23,18,14,12,10
PR52766,121,72,47,33,24,19,15
PR52767,136,80,52,36,26,20,16
PR52768,159,92,59,40,29,22,17
PR52769,115,69,45,32,24,18,15
PR52770,115,69,45,32,24,18,15
PR52771,88,55,37,27,20,16,13
PR52772,96,59,40,28,21,16,13
PR52773,124,74,48,34,25,19,15
PR52774,131,77,50,35,26,20,16
PR52775,144,84,54,37,27,21,16
PR52776,135,79,51,35,26,20,16
PR52777,169,97,62,42,31,23,18
PR52778,179,102,64,44,32,24,19
PR52779,198,112,70,47,34,26,20
PR52780,181,103,65,44,32,24,19
PR52781,160,93,59,41,30,23,18
PR52782,130,77,50,35,26,20,16
PR52783,252,140,86,57,41,30,23
PR52784,235,132,82,55,39,29,23
PR52785,299,164,100,66,46,34,26
PR52786,155,89,56,38,28,21,17
PR52787,260,144,88,59,42,31,24
PR52788,226,126,78,52,37,28,21
PR52789,301,165,101,67,47,35,27
PR52790,72,51,37,28,21,17,14
PR52791,263,146,90,60,42,31,24
PR52792,260,144,89,59,42,31,24
PR52793,267,148,91,60,43,32,25
PR52794,268,148,91,60,42,31,24
PR52795,278,152,92,61,43,32,24
PR52796,335,181,109,71,49,36,27
PR52797,500,266,158,102,70,51,38
PR52798,462,247,147,95,65,47,36
PR52799,510,273,163,105,72,52,39
PR52800,529,282,167,108,74,53,40
PR52801,611,324,191,123,84,61,46
PR52802,633,335,198,127,87,63,47
PR52803,699,374,223,144,99,72,54
PR52804,668,357,213,137,94,68,51
PR52805,601,324,194,126,87,63,48
PR52806,631,335,198,127,87,63,47
PR52807,669,356,211,136,93,67,50
PR52808,173,107,71,50,37,28,22
PR52809,442,234,138,89,61,44,33
PR52810,486,257,152,97,67,48,36
PR52811,326,173,103,66,46,33,25
PR52812,306,163,97,63,43,31,24
PR52813,296,158,94,61,42,31,23
PR52814,288,154,92,60,41,30,23
PR52815,355,188,111,71,49,35,27
PR52816,473,250,147,94,64,46,35
PR52817,454,241,143,92,63,46,34
PR52818,391,208,123,79,54,39,30
PR52819,393,209,124,80,55,40,30
PR52820,394,209,124,80,55,40,30
PR52821,337,179,106,68,47,34,26
PR52822,278,149,89,58,40,29,22
PR52823,278,149,89,58,40,29,22
PR52824,263,142,85,55,38,28,21
PR52825,295,158,94,61,42,31,23
PR52826,298,159,95,61,42,31,23
PR52827,290,155,92,60,41,30,23
PR52828,412,219,130,84,58,42,32
PR52829,389,207,123,79,54,39,30
PR52830,388,206,122,78,54,39,29
PR52831,327,174,104,67,46,34,26
PR52832,277,148,88,57,39,29,22
PR52833,381,203,120,77,53,38,29
PR52834,384,204,121,78,54,39,29
PR52835,333,178,106,69,48,35,26
PR52836,307,164,98,63,44,32,24
PR52837,313,167,99,64,44,32,24
PR52838,266,143,86,56,39,28,22
PR52839,271,146,88,57,40,29,22
PR52840,266,143,86,56,39,28,22
PR52841,242,131,79,52,36,27,20
PR52842,241,131,79,52,36,27,20
PR52843,233,127,77,51,36,26,20
PR52844,260,140,84,55,38,28,21
PR52845,260,140,84,55,38,28,21
PR52846,262,141,85,55,38,28,21
PR52847,265,142,85,55,38,28,21
PR52848,296,158,94,61,42,31,23
PR52849,268,144,86,56,39,28,22
PR52850,293,157,94,61,42,31,23
PR52851,344,183,109,70,48,35,26
PR52852,334,178,106,68,47,34,26
PR52853,381,203,120,77,53,38,29
PR52854,336,179,106,68,47,34,26
PR52855,287,153,91,59,41,30,23
PR52856,346,184,109,70,48,35,26
PR52857,336,179,106,68,47,34,26
PR52858,376,200,119,77,53,38,29
PR52859,291,156,93,60,42,30,23
PR52860,283,152,91,59,41,30,23
PR52861,293,157,94,61,42,31,23
PR52862,374,198,117,75,52,37,28
PR52863,379,202,120,77,53,39,29
PR52864,292,156,93,60,42,30,23
PR52865,291,156,93,60,42,30,23
PR52866,280,150,90,58,40,29,22
PR52867,292,156,93,60,42,30,23
PR52868,283,152,91,59,41,30,23
PR52869,292,156,93,60,42,30,23
PR52870,291,156,93,60,42,30,23
PR52871,290,155,92,60,41,30,23
PR52872,294,157,93,60,41,30,23
PR52873,299,160,95,62,43,31,24
PR52874,299,159,94,61,42,31,23
PR52875,304,162,96,62,43,31,24
PR52876,303,161,96,62,43,31,24
PR52877,311,165,98,63,43,31,24
PR52878,305,162,96,62,43,31,24
PR52879,312,166,98,63,43,31,24
PR52880,328,173,102,65,45,32,24
PR52881,336,177,104,67,46,33,25
PR52882,344,181,106,68,46,33,25
PR52883,353,186,109,70,48,35,26
PR52884,594,312,183,117,80,57,43
PR52885,620,327,192,123,84,60,45
PR52886,652,344,202,129,88,63,47
PR52887,620,326,191,122,83,60,45
PR52888,648,342,201,129,88,63,47
PR52889,584,308,181,116,79,57,43
PR52890,453,239,141,90,62,45,34
PR52891,502,264,155,99,68,49,37
PR52892,410,217,128,82,56,41,31
PR52893,326,173,103,66,46,33,25
PR52894,359,190,112,72,49,36,27
PR52895,376,199,118,76,52,38,29
PR52896,517,272,160,102,70,50,38
PR52897,565,300,177,114,78,56,42
PR52898,618,327,193,124,85,61,46
PR52899,618,327,193,124,85,61,46
PR52900,640,338,199,127,87,62,47
PR52901,354,186,109,70,48,34,26
PR52902,368,193,113,72,49,35,26
PR52903,371,195,114,73,50,36,27
PR52904,508,267,157,100,68,49,37
PR52905,605,318,187,119,81,58,43
PR52906,546,287,168,107,73,52,39
PR52907,650,343,202,129,88,63,47
PR52908,676,356,209,133,91,65,49
PR52909,674,355,209,133,91,65,49
PR52910,703,370,217,138,94,67,50
PR52911,642,338,199,127,87,62,47
PR52912,623,328,193,123,84,60,45
PR52913,688,362,213,136,93,67,50
PR52914,675,355,208,133,90,65,48
PR52915,702,369,217,138,94,67,50
PR52916,654,344,202,129,88,63,47
PR52917,653,344,202,129,88,63,47
PR52918,601,317,187,119,81,58,44
PR52919,588,310,182,116,79,57,43
PR52920,572,301,177,113,77,55,41
PR52921,496,262,154,99,68,49,37
PR52922,464,245,144,92,63,45,34
PR52923,475,251,148,95,65,47,35
PR52924,465,246,145,93,64,46,35
PR52925,484,256,151,97,66,48,36
PR52926,398,211,125,80,55,40,30
PR52927,387,204,120,77,53,38,29
PR52928,455,240,141,90,62,45,34
PR52929,466,246,145,93,64,46,35
PR52930,411,218,129,83,57,41,31
PR52931,367,195,116,75,51,37,28
PR52932,374,198,117,75,52,37,28
PR52933,371,196,116,74,51,37,28
PR52934,445,236,140,90,62,45,34
PR52935,522,276,163,104,71,51,38
PR52936,328,175,104,67,46,34,25
PR52937,598,317,187,120,82,59,44
PR52938,551,294,175,113,78,56,42
PR52939,617,326,192,123,84,60,45
PR52940,636,337,199,128,87,63,47
PR52941,658,347,204,130,89,64,48
PR52942,684,360,211,135,92,66,49
PR52943,658,347,204,130,89,64,48
PR52944,741,391,230,147,100,72,54
PR52945,671,355,209,134,92,66,49
PR52946,410,216,127,81,55,40,30
PR52947,359,190,112,72,49,36,27
PR52948,358,189,112,72,49,36,27
PR52949,396,209,123,79,54,39,29
PR52950,571,301,177,113,77,55,41
PR52951,641,339,200,128,88,63,47
PR52952,572,302,178,114,78,56,42
PR52953,703,370,217,138,94,67,50
PR52954,654,346,204,131,89,64,48
PR52955,662,349,205,131,89,64,48
PR52956,665,350,205,131,89,64,48
PR52957,678,360,213,137,94,68,51
PR52958,651,345,204,131,90,65,49
PR52959,586,311,184,118,81,58,44
PR52960,641,340,201,129,88,64,48
PR52961,670,353,208,133,91,65,49
PR52962,699,368,216,138,94,67,50
PR52963,642,340,201,129,88,63,48
PR52964,798,419,246,157,107,77,57
PR52965,689,364,215,137,94,67,50
PR52966,643,340,200,128,87,63,47
PR52967,719,378,222,141,96,69,52
PR52968,625,331,195,125,85,61,46
PR52969,628,333,197,126,86,62,47
PR52970,714,375,220,140,95,68,51
PR52971,661,348,204,130,89,64,48
PR52972,683,360,212,135,92,66,49
PR52973,717,377,221,141,96,69,51
PR52974,589,313,185,119,82,59,44
PR52975,700,370,218,139,95,68,51
PR52976,733,386,227,145,99,71,53
PR52977,684,362,214,137,94,68,51
PR52978,685,363,214,137,94,68,51
PR52979,758,399,235,150,102,73,55
PR52980,568,302,179,115,79,57,43
PR52981,609,320,188,120,82,59,44
PR52982,535,283,167,107,73,53,40
PR52983,718,376,220,140,95,68,51
PR52984,665,349,204,130,88,63,47
PR52985,442,243,148,97,68,50,38
PR52986,655,345,203,130,88,63,47
PR52987,604,316,185,117,80,57,43
PR52988,438,235,140,91,63,46,35
PR52989,438,236,141,92,63,46,35
PR52990,420,223,132,85,58,42,32
PR52991,379,201,119,76,52,38,29
PR52992,359,191,113,73,50,36,27
PR52993,381,202,120,77,53,38,29
PR52994,362,192,114,73,50,36,27
PR52995,318,169,100,64,44,32,24
PR52996,282,151,90,58,40,29,22
PR52997,355,189,112,72,50,36,27
PR52998,366,195,116,75,52,38,29
PR52999,274,147,88,57,40,29,22
PR53000,349,187,112,73,50,37,28
PR53001,294,159,96,63,44,32,25
PR53002,694,367,217,139,95,68,51
PR53003,635,336,198,127,87,63,47
PR53004,473,250,147,94,64,46,35
PR53005,607,319,187,119,81,58,43
PR53006,704,369,216,137,93,67,50
PR53007,385,209,126,82,57,42,32
PR53008,538,284,167,107,73,53,40
PR53009,383,203,120,77,53,38,29
PR53010,381,202,120,77,53,38,29
PR53011,385,204,121,78,54,39,29
PR53012,281,150,89,58,40,29,22
PR53013,325,173,103,66,46,33,25
PR53014,257,138,83,54,38,28,21
PR53015,269,145,87,57,40,29,22
PR53016,338,181,108,70,48,35,27
PR53017,314,168,100,65,45,33,25
PR53018,314,168,100,65,45,33,25
PR53019,387,212,129,85,59,43,33
PR53020,658,348,205,131,90,65,49
PR53021,548,293,174,112,77,56,42
PR53022,405,221,134,88,61,45,34
PR53023,523,279,166,107,74,53,40
PR53024,668,351,206,131,89,64,48
PR53025,603,318,187,119,81,58,44
PR53026,566,298,175,112,76,55,41
PR53027,440,236,141,91,63,46,35
PR53028,580,308,182,117,80,58,43
PR53029,224,127,79,53,38,28,22
PR53030,683,358,210,134,91,65,49
PR53031,714,374,219,139,94,67,50
PR53032,425,235,144,95,67,49,37
PR53033,662,347,203,129,88,63,47
PR53034,618,326,192,123,84,60,45
PR53035,443,239,143,93,64,47,35
PR53036,395,216,131,86,60,44,33
PR53037,362,192,114,73,50,36,27
PR53038,383,203,120,77,53,38,29
PR53039,344,182,108,69,48,35,26
PR53040,390,206,122,78,54,39,29
PR53041,631,333,196,125,85,61,46
PR53042,629,330,193,123,84,60,45
PR53043,413,220,131,84,58,42,32
PR53044,659,346,203,129,88,63,47
PR53045,292,157,94,61,42,31,24
PR53046,243,132,80,52,37,27,21
PR53047,253,137,83,54,38,28,21
PR53048,352,189,113,73,51,37,28
PR53049,293,157,94,61,42,31,24
PR53050,293,157,94,61,42,31,24
PR53051,330,177,106,69,48,35,27
PR53052,337,180,107,69,48,35,26
PR53053,361,193,115,74,51,37,28
PR53054,303,163,98,64,44,32,25
PR53055,302,163,98,64,44,32,25
PR53056,348,187,112,73,51,37,28
PR53057,314,170,102,67,47,34,26
PR53058,278,150,90,59,41,30,23
PR53059,302,163,98,64,44,32,25
PR53060,366,197,118,77,53,39,30
PR53061,369,198,118,77,53,39,29
PR53062,319,172,103,67,47,34,26
PR53063,250,136,82,54,38,28,21
PR53064,220,121,74,49,35,26,20
PR53065,317,171,103,67,47,34,26
PR53066,310,168,101,66,46,34,26
PR53067,227,124,75,49,35,26,20
PR53068,226,123,75,49,34,25,19
PR53069,222,122,74,49,34,25,19
PR53070,239,130,79,52,36,27,21
PR53071,329,177,106,69,48,35,27
PR53072,347,186,111,72,50,36,28
PR53073,329,177,106,69,48,35,27
PR53074,299,161,97,63,44,32,24
PR53075,389,207,123,79,54,39,30
PR53076,350,187,112,72,50,36,27
PR53077,425,226,134,86,59,43,32
PR53078,408,216,128,82,56,41,31
PR53079,335,178,106,68,47,34,26
PR53080,382,203,120,77,53,38,29
PR53081,361,193,115,74,51,37,28
PR53082,416,222,132,85,59,43,32
PR53083,371,199,119,77,53,39,29
PR53084,397,211,125,81,56,40,30
PR53085,464,246,146,94,64,46,35
PR53086,530,281,166,107,73,53,40
PR53087,544,288,170,109,75,54,41
PR53088,370,196,116,75,51,37,28
PR53089,399,211,125,80,55,40,30
PR53090,374,198,117,75,52,37,28
PR53091,367,195,116,75,52,38,29
PR53092,373,199,118,76,52,38,29
PR53093,194,107,66,44,31,23,18
PR53094,158,90,57,39,28,21,17
PR53095,153,87,55,37,27,20,16
PR53096,123,72,46,32,23,18,14
PR53097,142,82,52,35,25,19,15
PR53098,135,78,50,34,25,19,15
PR53099,139,80,51,35,25,19,15
PR53100,384,206,123,80,55,40,30
PR53101,382,205,122,79,55,40,30
PR53102,388,207,123,79,55,40,30
PR53103,369,197,117,76,52,38,29
PR53104,418,222,132,85,58,42,32
PR53105,454,241,143,92,63,46,35
PR53106,462,245,145,93,64,46,35
PR53107,427,227,135,87,60,43,33
PR53108,417,221,131,84,58,42,32
PR53109,409,217,129,83,57,41,31
PR53110,408,216,128,82,56,41,31
PR53111,380,202,120,77,53,38,29
PR53112,392,208,123,79,54,39,30
PR53113,429,227,134,86,59,43,32
PR53114,338,179,106,68,47,34,26
PR53115,402,213,126,81,56,40,30
PR53116,397,211,125,80,55,40,30
PR53117,367,194,115,74,51,37,28
PR53118,349,185,110,71,49,35,27
PR53119,276,148,89,58,40,29,22
PR53120,284,152,91,59,41,30,23
PR53121,283,152,91,59,41,30,23
PR53122,267,144,87,57,40,29,22
PR53123,268,144,86,56,39,28,22
PR53124,239,130,79,52,36,27,21
PR53125,215,118,72,48,34,25,19
PR53126,221,121,74,49,34,25,19
PR53127,154,87,55,37,27,20,16
PR53128,165,93,58,39,28,21,16
PR53129,173,97,60,40,29,22,17
PR53130,147,84,53,36,26,20,15
PR53131,157,89,56,38,27,20,16
PR53132,226,125,77,51,36,27,21
PR53133,207,115,71,47,33,25,19
PR53134,231,128,79,52,37,27,21
PR53135,274,150,91,60,42,31,24
PR53136,239,132,81,54,38,28,22
PR53137,146,84,53,36,26,20,16
PR53138,189,106,66,44,31,23,18
PR53139,198,111,69,46,33,25,19
PR53140,198,111,69,46,33,25,19
PR53141,161,91,57,38,27,20,16
PR53142,225,125,77,51,36,27,21
PR53143,171,97,61,41,29,22,17
PR53144,173,98,61,41,29,22,17
PR53145,169,95,59,40,28,21,16
PR53146,184,104,65,44,31,23,18
PR53147,152,87,55,37,27,20,16
PR53148,145,83,52,35,25,19,15
PR53149,127,74,47,32,23,18,14
PR53150,137,79,50,34,25,19,15
PR53151,247,137,84,56,40,29,23
PR53152,245,136,84,56,40,30,23
PR53153,188,106,66,44,32,24,19
PR53154,199,111,69,46,33,25,19
PR53155,179,101,63,42,30,23,18
PR53156,146,84,53,36,26,20,16
PR53157,151,86,54,37,26,20,16
PR53158,154,88,55,37,27,20,16
PR53159,139,80,51,35,25,19,15
PR53160,147,84,53,36,26,20,15
PR53161,188,106,66,44,32,24,19
PR53162,249,138,85,56,40,30,23
PR53163,217,121,75,50,35,26,20
PR53164,201,112,69,46,33,24,19
PR53165,142,81,51,35,25,19,15
PR53166,263,144,88,58,41,30,23
PR53167,240,132,81,53,37,28,21
PR53168,279,152,92,60,42,31,24
PR53169,338,182,109,71,49,36,27
PR53170,313,169,102,66,46,34,26
PR53171,349,188,113,73,51,37,28
PR53172,384,206,123,80,55,40,30
PR53173,359,192,115,74,51,37,28
PR53174,393,209,124,80,55,40,30
PR53175,341,181,107,69,47,34,26
PR53176,358,191,114,74,51,37,28
PR53177,399,212,126,81,56,40,30
PR53178,405,215,127,82,56,41,31
PR53179,324,172,102,66,45,33,25
PR53180,352,186,110,71,49,35,27
PR53181,464,245,144,92,63,45,34
PR53182,446,235,138,88,60,43,32
PR53183,433,228,134,86,59,42,32
PR53184,408,214,126,80,55,39,29
PR53185,499,262,154,98,67,48,36
PR53186,468,246,145,92,63,45,34
PR53187,482,253,148,94,64,46,34
PR53188,459,241,141,90,61,44,33
PR53189,473,248,145,92,63,45,34
PR53190,491,258,151,96,65,47,35
PR53191,600,314,184,117,79,57,42
PR53192,533,279,163,104,71,51,38
PR53193,533,279,163,104,71,51,38
PR53194,479,251,147,94,64,46,34
PR53195,494,259,152,97,66,47,35
PR53196,593,310,181,115,78,56,42
PR53197,472,247,145,92,63,45,34
PR53198,358,188,110,70,48,34,26
PR53199,407,213,125,79,54,39,29
PR53200,360,189,111,71,48,35,26
PR53201,361,189,111,71,48,35,26
PR53202,351,184,108,69,47,34,25
PR53203,428,225,132,84,57,41,31
PR53204,366,193,114,73,50,36,27
PR53205,458,242,143,92,63,45,34
PR53206,399,211,125,80,55,40,30
PR53207,374,198,117,75,51,37,28
PR53208,313,166,98,63,43,31,24
PR53209,489,257,151,96,66,47,35
PR53210,356,187,110,70,48,35,26
PR53211,408,213,125,79,54,39,29
PR53212,385,202,118,75,51,37,28
PR53213,358,188,110,70,48,34,26
PR53214,420,220,129,82,56,40,30
PR53215,408,214,125,80,54,39,29
PR53216,384,202,119,76,52,37,28
PR53217,399,210,124,79,54,39,29
PR53218,405,213,125,80,55,39,30
PR53219,420,222,131,84,57,41,31
PR53220,454,240,142,91,62,45,34
PR53221,438,231,136,87,59,43,32
PR53222,519,273,160,102,70,50,37
PR53223,462,243,143,91,62,45,34
PR53224,524,275,161,103,70,50,38
PR53225,553,290,170,108,74,53,40
PR53226,505,265,155,99,67,48,36
PR53227,529,278,163,104,71,51,38
PR53228,539,283,166,106,72,52,39
PR53229,521,273,160,102,69,50,37
PR53230,468,245,143,91,62,44,33
PR53231,476,249,146,93,63,45,34
PR53232,526,275,161,102,69,50,37
PR53233,479,252,148,94,64,46,35
PR53234,475,249,146,93,63,45,34
PR53235,450,236,138,88,60,43,32
PR53236,449,235,138,88,60,43,32
PR53237,410,215,126,80,55,39,29
PR53238,381,200,117,75,51,37,28
PR53239,406,212,124,79,54,39,29
PR53240,348,183,107,68,46,33,25
PR53241,401,210,123,78,53,38,29
PR53242,402,211,124,79,54,39,29
PR53243,478,250,146,93,63,45,34
PR53244,439,230,135,86,59,42,32
PR53245,350,184,108,69,47,34,25
PR53246,358,188,110,70,48,34,26
PR53247,431,225,132,84,57,41,31
PR53248,358,188,110,70,48,34,26
PR53249,360,189,111,71,48,35,26
PR53250,285,151,89,57,39,28,21
PR53251,297,157,93,60,41,30,23
PR53252,366,193,114,73,50,36,27
PR53253,371,197,117,75,52,38,28
PR53254,341,180,106,68,47,34,26
PR53255,346,183,108,69,47,34,26
PR53256,320,170,101,65,45,33,25
PR53257,392,207,122,78,53,38,29
PR53258,389,206,122,78,54,39,29
PR53259,388,205,121,78,53,38,29
PR53260,395,209,123,79,54,39,29
PR53261,436,229,135,86,59,42,32
PR53262,407,215,127,81,56,40,30
PR53263,427,225,133,85,58,42,32
PR53264,464,244,144,92,63,45,34
PR53265,455,240,141,90,62,44,33
PR53266,424,223,131,84,57,41,31
PR53267,463,243,143,91,62,45,34
PR53268,453,238,140,89,61,44,33
PR53269,432,227,133,85,58,42,31
PR53270,449,236,139,89,61,44,33
PR53271,475,250,147,94,64,46,35
PR53272,467,245,144,92,63,45,34
PR53273,522,274,161,103,70,50,38
PR53274,454,238,140,89,61,44,33
PR53275,475,249,146,93,63,45,34
PR53276,505,264,155,98,67,48,36
PR53277,497,260,152,97,66,47,35
PR53278,547,287,168,107,73,52,39
PR53279,606,317,186,118,80,57,43
PR53280,560,293,172,109,74,53,40
PR53281,538,282,165,105,71,51,38
PR53282,544,286,168,107,73,52,39
PR53283,542,284,166,106,72,52,39
PR53284,508,266,156,99,67,48,36
PR53285,527,276,162,103,70,50,38
PR53286,551,289,169,108,73,53,39
PR53287,549,288,169,108,73,53,39
PR53288,508,266,156,99,67,48,36
PR53289,538,283,166,106,72,52,39
PR53290,434,228,134,86,59,42,32
PR53291,572,299,175,111,75,54,40
PR53292,572,299,175,111,75,54,40
PR53293,521,273,160,102,69,50,37
PR53294,579,303,177,113,77,55,41
PR53295,510,268,157,100,68,49,37
PR53296,471,247,145,92,63,45,34
PR53297,439,231,136,87,59,43,32
PR53298,378,199,117,75,51,37,28
PR53299,409,216,127,81,56,40,30
PR53300,403,212,125,80,55,40,30
PR53301,372,196,116,74,51,37,28
PR53302,357,188,111,71,49,35,26
PR53303,357,188,111,71,49,35,26
PR53304,351,185,109,70,48,35,26
PR53305,350,184,108,69,47,34,26
PR53306,352,185,109,70,48,35,26
PR53307,377,198,116,74,51,37,28
PR53308,362,191,113,72,49,36,27
PR53309,406,213,125,80,55,39,30
PR53310,384,202,119,76,52,38,28
PR53311,359,189,111,71,49,35,26
PR53312,372,196,116,74,51,37,28
PR53313,334,177,105,67,46,33,25
PR53314,340,180,107,69,47,34,26
PR53315,389,206,122,78,54,39,29
PR53316,358,189,112,72,49,36,27
PR53317,381,202,120,77,53,38,29
PR53318,367,195,116,75,52,38,29
PR53319,405,215,128,82,57,41,31
PR53320,271,146,88,57,40,29,22
PR53321,262,141,85,55,38,28,21
PR53322,226,123,75,49,34,25,19
PR53323,227,124,75,49,35,26,20
PR53324,256,139,84,55,39,28,22
PR53325,190,106,66,44,31,23,18
PR53326,224,123,75,50,35,26,20
PR53327,230,126,77,51,36,27,21
PR53328,232,127,77,51,36,27,21
PR53329,216,119,73,48,34,25,19
PR53330,219,120,73,48,34,25,19
PR53331,316,169,101,65,45,33,25
PR53332,319,171,102,66,46,33,25
PR53333,252,137,83,54,38,28,21
PR53334,243,133,81,53,37,27,21
PR53335,189,105,65,43,31,23,18
PR53336,191,106,65,43,31,23,18
PR53337,191,106,65,43,31,23,18
PR53338,184,102,63,42,30,22,17
PR53339,191,106,65,43,31,23,18
PR53340,231,126,76,50,35,26,20
PR53341,230,125,76,50,35,26,20
PR53342,294,158,95,62,43,31,24
PR53343,244,132,80,52,36,27,20
PR53344,319,171,102,66,46,33,25
PR53345,323,173,103,67,46,34,26
PR53346,391,208,124,80,55,40,30
PR53347,392,209,124,80,55,40,30
PR53348,365,195,116,75,52,38,29
PR53349,342,183,109,71,49,36,27
PR53350,338,181,108,70,48,35,27
PR53351,348,186,111,72,50,36,27
PR53352,279,150,90,59,41,30,23
PR53353,366,195,116,75,52,38,29
PR53354,306,164,98,64,44,32,24
PR53355,280,150,90,58,40,29,22
PR53356,280,150,90,58,40,29,22
PR53357,290,155,92,60,41,30,23
PR53358,385,205,122,79,54,39,30
PR53359,425,226,134,86,59,43,32
PR53360,370,196,116,75,51,37,28
PR53361,389,207,123,79,54,39,30
